NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
BOERUM HILL              ,02 TWO FAMILY HOMES                        , 	20 ,"$164,000","$917,096","$1,102,407","$2,150,000"
BOERUM HILL              ,03 THREE FAMILY HOMES                      , 	5 ,"$1,075,000","$1,245,000","$1,100,000","$1,550,000"
BOROUGH PARK             ,01 ONE FAMILY HOMES                        , 	39 ,"$400,000","$675,615","$600,000","$1,750,000"
BOROUGH PARK             ,02 TWO FAMILY HOMES                        , 	146 ,"$175,000","$690,043","$700,000","$1,300,500"
BOROUGH PARK             ,03 THREE FAMILY HOMES                      , 	61 ,"$160,000","$782,172","$805,000","$1,500,000"
BRIGHTON BEACH           ,01 ONE FAMILY HOMES                        , 	3 ,"$305,000","$380,500","$350,000","$486,500"
BRIGHTON BEACH           ,02 TWO FAMILY HOMES                        , 	12 ,"$178,000","$450,375","$408,250","$700,000"
BRIGHTON BEACH           ,03 THREE FAMILY HOMES                      , 	4 ,"$487,500","$659,375","$700,000","$750,000"
BROOKLYN HEIGHTS         ,01 ONE FAMILY HOMES                        , 	2 ,"$3,200,000","$3,350,000","$3,350,000","$3,500,000"
BROOKLYN HEIGHTS         ,02 TWO FAMILY HOMES                        , 	6 ,"$865,833","$2,306,972","$2,000,500","$5,000,000"
BROOKLYN HEIGHTS         ,03 THREE FAMILY HOMES                      , 	2 ,"$275,644","$1,792,822","$1,792,822","$3,310,000"
BROWNSVILLE              ,01 ONE FAMILY HOMES                        , 	14 ,"$168,000","$304,083","$296,850","$430,960"
BROWNSVILLE              ,02 TWO FAMILY HOMES                        , 	29 ,"$180,500","$486,276","$470,000","$1,630,921"
BROWNSVILLE              ,03 THREE FAMILY HOMES                      , 	9 ,"$420,000","$630,512","$602,804","$800,000"
BUSH TERMINAL            ,01 ONE FAMILY HOMES                        , 	1 ,"$290,000","$290,000","$290,000","$290,000"
BUSH TERMINAL            ,02 TWO FAMILY HOMES                        , 	4 ,"$500,000","$909,500","$619,000","$1,900,000"
BUSH TERMINAL            ,03 THREE FAMILY HOMES                      , 	1 ,"$590,000","$590,000","$590,000","$590,000"
BUSHWICK                 ,01 ONE FAMILY HOMES                        , 	7 ,"$153,114","$327,258","$314,320","$435,000"
BUSHWICK                 ,02 TWO FAMILY HOMES                        , 	106 ,"$150,000","$397,541","$393,265","$750,000"
BUSHWICK                 ,03 THREE FAMILY HOMES                      , 	54 ,"$184,548","$446,246","$435,000","$722,850"
CANARSIE                 ,01 ONE FAMILY HOMES                        , 	61 ,"$152,100","$356,136","$371,000","$530,000"
CANARSIE                 ,02 TWO FAMILY HOMES                        , 	176 ,"$155,000","$450,733","$460,000","$750,000"
CANARSIE                 ,03 THREE FAMILY HOMES                      , 	15 ,"$199,245","$548,592","$580,000","$804,417"
CARROLL GARDENS          ,01 ONE FAMILY HOMES                        , 	3 ,"$640,000","$988,333","$1,075,000","$1,250,000"
CARROLL GARDENS          ,02 TWO FAMILY HOMES                        , 	7 ,"$300,000","$1,422,429","$1,250,000","$2,800,000"
CARROLL GARDENS          ,03 THREE FAMILY HOMES                      , 	5 ,"$333,000","$750,600","$710,000","$1,345,000"
CLINTON HILL             ,01 ONE FAMILY HOMES                        , 	6 ,"$324,000","$694,393","$613,500","$1,156,358"
CLINTON HILL             ,02 TWO FAMILY HOMES                        , 	17 ,"$360,000","$948,343","$950,000","$1,655,000"
CLINTON HILL             ,03 THREE FAMILY HOMES                      , 	9 ,"$695,000","$950,286","$925,000","$1,455,000"
COBBLE HILL              ,01 ONE FAMILY HOMES                        , 	1 ,"$1,900,000","$1,900,000","$1,900,000","$1,900,000"
COBBLE HILL              ,02 TWO FAMILY HOMES                        , 	5 ,"$1,300,000","$2,771,400","$2,300,000","$4,900,000"
COBBLE HILL              ,03 THREE FAMILY HOMES                      , 	3 ,"$800,000","$1,600,000","$1,945,000","$2,055,000"
COBBLE HILL-WEST         ,01 ONE FAMILY HOMES                        , 	1 ,"$750,000","$750,000","$750,000","$750,000"
COBBLE HILL-WEST         ,02 TWO FAMILY HOMES                        , 	1 ,"$1,050,000","$1,050,000","$1,050,000","$1,050,000"
CONEY ISLAND             ,01 ONE FAMILY HOMES                        , 	14 ,"$190,000","$348,429","$366,500","$420,000"
CONEY ISLAND             ,02 TWO FAMILY HOMES                        , 	1 ,"$423,657","$423,657","$423,657","$423,657"
CONEY ISLAND             ,03 THREE FAMILY HOMES                      , 	1 ,"$215,000","$215,000","$215,000","$215,000"
CROWN HEIGHTS            ,01 ONE FAMILY HOMES                        , 	18 ,"$150,000","$599,323","$585,000","$1,360,000"
CROWN HEIGHTS            ,02 TWO FAMILY HOMES                        , 	74 ,"$155,000","$480,499","$497,500","$1,200,000"
CROWN HEIGHTS            ,03 THREE FAMILY HOMES                      , 	23 ,"$210,000","$571,880","$605,952","$815,000"
CYPRESS HILLS            ,01 ONE FAMILY HOMES                        , 	17 ,"$175,000","$348,697","$350,000","$650,475"
CYPRESS HILLS            ,02 TWO FAMILY HOMES                        , 	75 ,"$175,000","$392,561","$388,000","$950,000"
CYPRESS HILLS            ,03 THREE FAMILY HOMES                      , 	13 ,"$200,000","$339,105","$325,000","$600,000"
DOWNTOWN-FULTON FERRY    ,02 TWO FAMILY HOMES                        , 	1 ,"$712,775","$712,775","$712,775","$712,775"
DOWNTOWN-FULTON MALL     ,01 ONE FAMILY HOMES                        , 	1 ,"$1,290,000","$1,290,000","$1,290,000","$1,290,000"
DOWNTOWN-FULTON MALL     ,02 TWO FAMILY HOMES                        , 	3 ,"$1,800,000","$4,916,367","$1,970,000","$10,979,100"
DOWNTOWN-METROTECH       ,02 TWO FAMILY HOMES                        , 	1 ,"$550,000","$550,000","$550,000","$550,000"
DYKER HEIGHTS            ,01 ONE FAMILY HOMES                        , 	50 ,"$253,333","$623,627","$619,500","$1,140,000"
DYKER HEIGHTS            ,02 TWO FAMILY HOMES                        , 	46 ,"$361,440","$727,288","$731,500","$1,065,000"
DYKER HEIGHTS            ,03 THREE FAMILY HOMES                      , 	23 ,"$150,000","$760,696","$810,000","$1,175,000"
EAST NEW YORK            ,01 ONE FAMILY HOMES                        , 	30 ,"$155,000","$300,004","$295,000","$525,000"
EAST NEW YORK            ,02 TWO FAMILY HOMES                        , 	150 ,"$160,000","$402,949","$418,750","$1,200,000"
EAST NEW YORK            ,03 THREE FAMILY HOMES                      , 	79 ,"$153,421","$363,551","$350,000","$630,000"
FLATBUSH-CENTRAL         ,01 ONE FAMILY HOMES                        , 	36 ,"$162,500","$654,700","$600,000","$1,600,000"
FLATBUSH-CENTRAL         ,02 TWO FAMILY HOMES                        , 	42 ,"$300,000","$569,478","$538,286","$1,083,500"
FLATBUSH-CENTRAL         ,03 THREE FAMILY HOMES                      , 	10 ,"$275,000","$592,590","$611,250","$743,000"
FLATBUSH-EAST            ,01 ONE FAMILY HOMES                        , 	116 ,"$150,000","$369,598","$377,500","$712,500"
FLATBUSH-EAST            ,02 TWO FAMILY HOMES                        , 	84 ,"$150,000","$417,007","$406,288","$1,800,000"
FLATBUSH-EAST            ,03 THREE FAMILY HOMES                      , 	20 ,"$170,000","$500,321","$526,347","$725,000"
FLATBUSH-LEFFERTS GARDEN ,01 ONE FAMILY HOMES                        , 	21 ,"$205,000","$760,319","$850,000","$1,290,000"
FLATBUSH-LEFFERTS GARDEN ,02 TWO FAMILY HOMES                        , 	9 ,"$151,500","$517,539","$535,000","$998,000"
FLATBUSH-LEFFERTS GARDEN ,03 THREE FAMILY HOMES                      , 	5 ,"$550,000","$667,123","$694,500","$715,000"
FLATBUSH-NORTH           ,01 ONE FAMILY HOMES                        , 	12 ,"$211,000","$327,500","$320,000","$490,000"
FLATBUSH-NORTH           ,02 TWO FAMILY HOMES                        , 	39 ,"$154,100","$414,696","$410,000","$750,000"
FLATBUSH-NORTH           ,03 THREE FAMILY HOMES                      , 	10 ,"$200,000","$449,755","$468,050","$626,400"
FLATLANDS                ,01 ONE FAMILY HOMES                        , 	25 ,"$187,000","$365,605","$375,000","$520,000"
FLATLANDS                ,02 TWO FAMILY HOMES                        , 	34 ,"$264,181","$460,627","$473,500","$600,000"
FLATLANDS                ,03 THREE FAMILY HOMES                      , 	2 ,"$510,000","$520,350","$520,350","$530,700"
FORT GREENE              ,01 ONE FAMILY HOMES                        , 	5 ,"$820,000","$1,404,000","$1,100,000","$2,700,000"
FORT GREENE              ,02 TWO FAMILY HOMES                        , 	13 ,"$375,000","$1,234,404","$1,050,000","$2,395,000"
FORT GREENE              ,03 THREE FAMILY HOMES                      , 	3 ,"$324,480","$429,827","$340,000","$625,000"
GERRITSEN BEACH          ,01 ONE FAMILY HOMES                        , 	31 ,"$180,000","$363,148","$385,000","$530,000"
GERRITSEN BEACH          ,02 TWO FAMILY HOMES                        , 	8 ,"$280,000","$370,875","$361,500","$480,000"
GOWANUS                  ,02 TWO FAMILY HOMES                        , 	11 ,"$300,000","$1,052,511","$1,086,312","$1,700,000"
GOWANUS                  ,03 THREE FAMILY HOMES                      , 	7 ,"$375,300","$1,037,900","$1,050,000","$1,810,000"
GRAVESEND                ,01 ONE FAMILY HOMES                        , 	58 ,"$150,000","$483,383","$487,500","$820,000"
GRAVESEND                ,02 TWO FAMILY HOMES                        , 	120 ,"$240,000","$597,386","$594,000","$1,300,000"
GRAVESEND                ,03 THREE FAMILY HOMES                      , 	33 ,"$180,000","$747,085","$750,000","$1,188,000"
GREENPOINT               ,01 ONE FAMILY HOMES                        , 	4 ,"$550,000","$734,750","$782,000","$825,000"
GREENPOINT               ,02 TWO FAMILY HOMES                        , 	18 ,"$440,000","$799,386","$715,000","$1,600,000"
GREENPOINT               ,03 THREE FAMILY HOMES                      , 	25 ,"$185,000","$688,920","$760,000","$1,030,000"
KENSINGTON               ,01 ONE FAMILY HOMES                        , 	6 ,"$375,000","$563,950","$589,850","$729,000"
KENSINGTON               ,02 TWO FAMILY HOMES                        , 	9 ,"$300,000","$656,125","$620,000","$950,000"
KENSINGTON               ,03 THREE FAMILY HOMES                      , 	4 ,"$570,000","$697,500","$700,000","$820,000"
MADISON                  ,01 ONE FAMILY HOMES                        , 	66 ,"$250,000","$559,106","$552,500","$1,250,000"
MADISON                  ,02 TWO FAMILY HOMES                        , 	38 ,"$350,000","$596,029","$536,000","$1,125,000"
MADISON                  ,03 THREE FAMILY HOMES                      , 	5 ,"$300,000","$669,600","$700,000","$950,000"
MANHATTAN BEACH          ,01 ONE FAMILY HOMES                        , 	18 ,"$320,000","$1,090,583","$1,017,500","$3,250,000"
MANHATTAN BEACH          ,02 TWO FAMILY HOMES                        , 	7 ,"$710,000","$1,274,714","$1,300,000","$2,150,000"
MARINE PARK              ,01 ONE FAMILY HOMES                        , 	127 ,"$170,000","$439,692","$445,000","$703,500"
MARINE PARK              ,02 TWO FAMILY HOMES                        , 	32 ,"$306,000","$509,806","$509,000","$710,800"
MARINE PARK              ,03 THREE FAMILY HOMES                      , 	1 ,"$462,500","$462,500","$462,500","$462,500"
MIDWOOD                  ,01 ONE FAMILY HOMES                        , 	58 ,"$307,000","$638,043","$617,500","$1,500,000"
MIDWOOD                  ,02 TWO FAMILY HOMES                        , 	26 ,"$246,890","$660,184","$643,750","$1,250,000"
MIDWOOD                  ,03 THREE FAMILY HOMES                      , 	3 ,"$420,000","$678,333","$735,000","$880,000"
MILL BASIN               ,01 ONE FAMILY HOMES                        , 	32 ,"$448,627","$910,266","$800,000","$2,050,000"
MILL BASIN               ,02 TWO FAMILY HOMES                        , 	18 ,"$499,000","$662,806","$662,500","$860,000"
NAVY YARD                ,02 TWO FAMILY HOMES                        , 	4 ,"$175,000","$271,250","$267,500","$375,000"
NAVY YARD                ,03 THREE FAMILY HOMES                      , 	2 ,"$375,000","$517,500","$517,500","$660,000"
OCEAN HILL               ,01 ONE FAMILY HOMES                        , 	7 ,"$170,314","$297,545","$279,000","$585,000"
OCEAN HILL               ,02 TWO FAMILY HOMES                        , 	66 ,"$160,000","$375,302","$383,599","$777,314"
OCEAN HILL               ,03 THREE FAMILY HOMES                      , 	93 ,"$162,000","$503,947","$568,729","$741,687"
OCEAN PARKWAY-NORTH      ,01 ONE FAMILY HOMES                        , 	46 ,"$157,000","$790,445","$617,500","$3,475,000"
OCEAN PARKWAY-NORTH      ,02 TWO FAMILY HOMES                        , 	48 ,"$150,000","$719,565","$652,500","$2,282,000"
OCEAN PARKWAY-NORTH      ,03 THREE FAMILY HOMES                      , 	8 ,"$615,000","$724,563","$711,500","$880,000"
OCEAN PARKWAY-SOUTH      ,01 ONE FAMILY HOMES                        , 	30 ,"$250,000","$1,749,866","$710,000","$10,260,000"
OCEAN PARKWAY-SOUTH      ,02 TWO FAMILY HOMES                        , 	41 ,"$250,000","$722,682","$558,000","$5,005,473"
OCEAN PARKWAY-SOUTH      ,03 THREE FAMILY HOMES                      , 	15 ,"$585,493","$703,395","$653,000","$863,000"
OLD MILL BASIN           ,01 ONE FAMILY HOMES                        , 	48 ,"$235,000","$358,203","$360,995","$485,000"
OLD MILL BASIN           ,02 TWO FAMILY HOMES                        , 	38 ,"$200,000","$445,197","$449,525","$635,000"
OLD MILL BASIN           ,03 THREE FAMILY HOMES                      , 	5 ,"$250,000","$440,117","$510,000","$638,087"
PARK SLOPE               ,01 ONE FAMILY HOMES                        , 	9 ,"$1,300,000","$2,137,778","$2,275,000","$3,525,000"
PARK SLOPE               ,02 TWO FAMILY HOMES                        , 	25 ,"$538,931","$1,705,124","$1,650,000","$3,150,000"
PARK SLOPE               ,03 THREE FAMILY HOMES                      , 	13 ,"$456,615","$1,498,065","$1,620,824","$2,200,000"
PARK SLOPE SOUTH         ,01 ONE FAMILY HOMES                        , 	8 ,"$475,000","$806,750","$754,500","$1,485,000"
PARK SLOPE SOUTH         ,02 TWO FAMILY HOMES                        , 	15 ,"$250,000","$979,786","$990,000","$1,595,000"
PARK SLOPE SOUTH         ,03 THREE FAMILY HOMES                      , 	7 ,"$675,000","$979,143","$995,000","$1,185,000"
PROSPECT HEIGHTS         ,01 ONE FAMILY HOMES                        , 	3 ,"$631,383","$1,337,128","$1,180,000","$2,200,000"
PROSPECT HEIGHTS         ,02 TWO FAMILY HOMES                        , 	9 ,"$300,000","$885,222","$970,000","$1,549,000"
PROSPECT HEIGHTS         ,03 THREE FAMILY HOMES                      , 	3 ,"$670,000","$970,000","$989,999","$1,250,000"
RED HOOK                 ,01 ONE FAMILY HOMES                        , 	1 ,"$955,000","$955,000","$955,000","$955,000"
RED HOOK                 ,02 TWO FAMILY HOMES                        , 	5 ,"$372,487","$671,397","$715,000","$980,000"
SEAGATE                  ,01 ONE FAMILY HOMES                        , 	9 ,"$310,000","$539,263","$525,000","$855,000"
SEAGATE                  ,02 TWO FAMILY HOMES                        , 	8 ,"$340,000","$442,013","$422,500","$655,000"
SHEEPSHEAD BAY           ,01 ONE FAMILY HOMES                        , 	52 ,"$150,000","$495,536","$470,750","$1,200,000"
SHEEPSHEAD BAY           ,02 TWO FAMILY HOMES                        , 	75 ,"$191,953","$540,170","$525,000","$955,000"
SHEEPSHEAD BAY           ,03 THREE FAMILY HOMES                      , 	7 ,"$150,669","$536,068","$550,000","$890,000"
SPRING CREEK             ,01 ONE FAMILY HOMES                        , 	49 ,"$204,300","$210,669","$205,118","$238,595"
SPRING CREEK             ,02 TWO FAMILY HOMES                        , 	29 ,"$357,000","$369,161","$357,000","$406,620"
SPRING CREEK             ,03 THREE FAMILY HOMES                      , 	11 ,"$489,952","$500,905","$489,952","$550,192"
SUNSET PARK              ,01 ONE FAMILY HOMES                        , 	14 ,"$190,000","$737,725","$562,500","$2,810,150"
SUNSET PARK              ,02 TWO FAMILY HOMES                        , 	114 ,"$180,000","$697,955","$707,500","$1,650,000"
SUNSET PARK              ,03 THREE FAMILY HOMES                      , 	36 ,"$171,996","$678,028","$772,500","$990,000"
WILLIAMSBURG-CENTRAL     ,01 ONE FAMILY HOMES                        , 	2 ,"$386,120","$619,060","$619,060","$852,000"
WILLIAMSBURG-CENTRAL     ,02 TWO FAMILY HOMES                        , 	2 ,"$850,000","$861,250","$861,250","$872,500"
WILLIAMSBURG-CENTRAL     ,03 THREE FAMILY HOMES                      , 	9 ,"$300,000","$679,278","$685,000","$999,500"
WILLIAMSBURG-EAST        ,01 ONE FAMILY HOMES                        , 	4 ,"$499,999","$705,000","$665,000","$990,000"
WILLIAMSBURG-EAST        ,02 TWO FAMILY HOMES                        , 	10 ,"$300,000","$770,775","$716,500","$1,683,000"
WILLIAMSBURG-EAST        ,03 THREE FAMILY HOMES                      , 	4 ,"$750,000","$885,000","$920,000","$950,000"
WILLIAMSBURG-NORTH       ,02 TWO FAMILY HOMES                        , 	5 ,"$500,000","$778,320","$880,000","$1,100,000"
WILLIAMSBURG-SOUTH       ,02 TWO FAMILY HOMES                        , 	4 ,"$550,000","$794,750","$772,000","$1,085,000"
WILLIAMSBURG-SOUTH       ,03 THREE FAMILY HOMES                      , 	1 ,"$1,325,000","$1,325,000","$1,325,000","$1,325,000"
WINDSOR TERRACE          ,01 ONE FAMILY HOMES                        , 	15 ,"$302,000","$840,633","$900,000","$1,450,000"
WINDSOR TERRACE          ,02 TWO FAMILY HOMES                        , 	13 ,"$200,000","$732,853","$859,000","$1,150,000"
WINDSOR TERRACE          ,03 THREE FAMILY HOMES                      , 	1 ,"$1,500,000","$1,500,000","$1,500,000","$1,500,000"
WYCKOFF HEIGHTS          ,01 ONE FAMILY HOMES                        , 	3 ,"$280,000","$393,667","$441,000","$460,000"
WYCKOFF HEIGHTS          ,02 TWO FAMILY HOMES                        , 	5 ,"$254,500","$422,740","$445,200","$520,000"
WYCKOFF HEIGHTS          ,03 THREE FAMILY HOMES                      , 	6 ,"$392,000","$518,667","$507,500","$645,000"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
