Neighborhood,BUILDING_CLASS_CATEGORY,BOROUGH,PCT,Variance_housing,Variance_crime,Variance_school,Variance_prediction_housing,Variance_prediction_crime,Variance_prediction_school,Variance_test_housing,score,rank,score_prediction,rank_predicted,rank_testing,rank_pred_eval,MIN_SALE_PRICE_2017_2018,MAX_SALE_PRICE_2017_2018,price,NUMBER_OF_SALES
Midland Beach,Coops-Elevator,STATEN ISLAND,122,-0.06040889209,-0.04834150702,-0.02127659574,-0.1054282887,0.008673106486,0,-0.007309437016,-0.01800069827,-1,-1,-1,-1,0,-1,-1,-1,null
Red Hook,Two_Family,BROOKLYN,76,0.160288851,-0.01335579353,-0.03636363636,0.03099501959,0.04450292171,0.03448275862,0.1470705688,0.06704581193,68.98465909,0.009217571957,65.68758615,65.68758615,0,940000,2250000,1596412.5,10
Windsor Terrace,Condos-Elevator,BROOKLYN,72,0.1557630337,0.01480104502,0.05384615385,0.1129787746,-0.02067103582,0.08808290155,0.1052173076,0.0791145901,71.41553263,0.07906248469,77.58347944,77.58347944,0,402464,1360000,759110.3636,11
Cambria Heights,One_Family,QUEENS,105,0.1746966091,-0.05300122629,0.01217175787,0.09237768059,-0.0514101331,0.09222253219,0.1347308295,0.09755678143,75.13012862,0.08004862924,77.75143828,77.75143828,0,182000,745000,439711.2589,112
Gravesend,Condos-Elevator,BROOKLYN,61,0.1169043362,0.01230195155,0.004357298475,0.08252556168,-0.09159095711,0.0449197861,0.07889706782,0.05000569046,65.55246572,0.07584373641,77.03526649,77.03526649,0,255000,1200000,565782.625,48
Hollis Hills,Condos-Elevator,QUEENS,111,0.09248649801,-0.09922647185,-0.003246753247,0.1614997174,0.03992337165,-0.01960784314,0.01276762304,0.07057517735,-1,-1,-1,-1,0,-1,-1,-1,null
Mariners Harbor,Two_Family,STATEN ISLAND,121,-0.006640683106,-0.09269450241,-0.005154639175,0.04662023126,-0.04809539468,0.01020408163,-0.03066561783,0.02353138353,60.22005415,0.03795874288,70.58274443,70.58274443,0,225000,738117,416367.625,48
New Dorp,Three_Family,STATEN ISLAND,122,0.08221469577,-0.04834150702,0.03921568627,0.007560155431,0.008673106486,0.04,0.07873223201,0.06130298677,-1,-1,-1,-1,0,-1,-1,-1,null
Westerleigh,Coops-Walkup,STATEN ISLAND,121,0.1236206163,-0.09269450241,-0.01,0.05752361578,-0.04809539468,0.01960784314,0.09766791416,0.08093762804,-1,-1,-1,-1,0,-1,-1,-1,null
Concord,One_Family,STATEN ISLAND,120,0.03542897796,-0.007894660392,-0.0495049505,0.2263845491,0.04688049766,0.01869158879,-0.08768901574,0.005935200576,56.67585979,0.092481795,79.86903865,79.86903865,0,170000,550000,351112.2143,56
Laurelton,Condos-Elevator,QUEENS,105,-0.04382837505,-0.05300122629,0.01933701657,0.06425285001,-0.0514101331,0.01675977654,-0.07847595184,0.001011853257,-1,-1,-1,-1,0,-1,-1,-1,null
Ridgewood,One_Family,QUEENS,104,0.1299661109,0.005564017561,0.009900645179,0.1723690049,-0.02719634703,0.05076608644,0.04791077474,0.05929070594,67.42263833,0.09841647794,80.87982601,80.87982601,0,270000,1550000,739904.7619,21
Whitestone,Two_Family,QUEENS,109,0.107762121,0.00832101604,-0.00293255132,0.1046765127,0.005724665602,0.02312138728,0.05848486023,0.04526351179,64.59730385,0.05116737785,72.83242169,72.83242169,0,162956,1820631,1121610.725,40
Harlem,Three_Family,MANHATTAN,28,0.2007510966,-0.0374289652,-0.004226361393,-0.02248894449,0.09942238517,0.05139622676,0.2096382969,0.1005100927,75.72497974,-0.02709768388,59.50241974,59.50241974,0,1700000,4590000,2602164.063,16
Highbridge,Three_Family,BRONX,44,0.1357072862,-0.06715625229,0.008632016213,0.1240913611,-0.04108725349,0.005178907721,0.07853432102,0.08337315853,72.27328651,0.06946201549,75.94834021,75.94834021,0,130000,980000,571993.6842,19
Little Neck,Condos-Walkup,QUEENS,111,0.08998169487,-0.09922647185,0.04,0.06972320828,0.03992337165,0.04081632653,0.0571110744,0.08025970425,-1,-1,-1,-1,0,-1,-1,-1,null
Park Slope,Coops-Walkup,BROOKLYN,78,0.0599093353,-0.04648326716,-0.03384545178,0.02426135288,1.63E-04,0.003085059498,0.04836536344,0.03244281809,62.01498071,0.01164009583,66.10018722,66.10018722,0,112000,2625000,973559.481,158
Tompkinsville,Condos-Walkup,STATEN ISLAND,120,0.04507657798,-0.007894660392,0.025,-0.06596693806,0.04688049766,0.0127388535,0.07556756652,0.02890285821,-1,-1,-1,-1,0,-1,-1,-1,null
Arrochar,Condos-Walkup,STATEN ISLAND,122,0.03199005569,-0.04834150702,0.05769230769,0.1848611489,0.008673106486,-0.04166666667,-0.06659602784,0.04332105409,-1,-1,-1,-1,0,-1,-1,-1,null
Bushwick,Coops-Walkup,BROOKLYN,83,0.100924902,-0.03563333552,0.01181322202,0.1978106955,-0.00932107519,0.02918874556,0.002241223239,0.05905951208,67.37607165,0.09910832194,80.99765997,80.99765997,0,255000,429000,328000,3
Glen Oaks,Coops-Walkup,QUEENS,105,-0.1375863226,-0.05300122629,-0.02272727273,0.08395773989,-0.0514101331,0.04347826087,-0.1874334364,-0.05169529547,45.06801961,0.0640735881,75.03059037,75.03059037,0,133000,535000,253540.4897,145
South Ozone Park,Coops-Walkup,QUEENS,106,0.05159009684,-0.05380434783,-0.002406718133,0.0611822483,-0.01159383361,0.02430630243,0.02166162618,0.03875516839,-1,-1,-1,-1,0,-1,-1,-1,null
Westchester Square,Two_Family,BRONX,43,-0.08633553655,-0.08168790457,-4.24E-04,0.3573099483,-0.02424646445,0.05167467949,-0.3226299574,-0.01445056623,52.56979201,0.1809820859,94.94229131,94.94229131,0,175000,997000,518158.4792,48
Dongan Hills,Two_Family,STATEN ISLAND,122,0.1855698197,-0.04834150702,0.025,0.2561500639,0.008673106486,0.01020408163,0.06594006351,0.104258871,76.48005252,0.1152166172,83.74120354,83.74120354,0,493000,987702,743439.2381,21
Richmond Hill,Two_Family,QUEENS,102,0.1272359451,-0.1037101775,0.03339692489,0.06187033429,-0.01849491009,0.0764485221,0.09937495889,0.09671845976,74.96127524,0.05250225398,73.05977603,73.05977603,0,175000,1260000,618194.319,210
Rosebank,Two_Family,STATEN ISLAND,120,0.2030032535,-0.007894660392,-0.02884615385,0.06903726673,0.04688049766,0.05454545455,0.174508412,0.08650832374,72.90476636,0.03063898437,69.33605282,69.33605282,0,190000,904206,593479.3448,29
Arden Heights,Condos-Walkup,STATEN ISLAND,123,0.1443511464,-0.08360121338,-0.06692913386,0.07416161013,-0.05428951547,0.007352941176,0.111401187,0.07330609643,-1,-1,-1,-1,0,-1,-1,-1,null
Parkchester,Three_Family,BRONX,43,0.1349344427,-0.08168790457,-0.02517247454,0.1115272615,-0.02424646445,0.04981271911,0.08384639114,0.07893375195,71.37910851,0.0699143868,76.02538749,76.02538749,0,241232,746000,550968.6552,29
Riverdale,Two_Family,BRONX,50,0.01105158388,-0.04602577019,0.02222222222,0.1056850151,0.01853200412,0.07860262009,-0.04412246536,0.02433649936,60.38221926,0.06164931056,74.61769062,74.61769062,0,545000,1190000,813200,10
Sea Gate,Condos-Elevator,BROOKLYN,60,0.2959815257,-0.112848582,-0.0652173913,0.2243267694,-0.1261309855,0.04,0.2070405047,0.1507419133,-1,-1,-1,-1,0,-1,-1,-1,null
Sunnyside,Coops-Walkup,STATEN ISLAND,120,0.05042680174,-0.007894660392,0.03703703704,-0.3176549011,0.04688049766,0.03773584906,0.1805741245,0.03431971816,62.39302285,-0.1475748925,38.98290069,38.98290069,0,320000,680000,444000,6
Sunnyside,Coops-Walkup,QUEENS,120,0.1566108839,-0.007894660392,0.03703703704,0.0772097922,0.04688049766,0.03773584906,0.1227445275,0.08210255514,72.01736366,0.03011421946,69.24667556,69.24667556,0,320000,680000,444000,6
Tottenville,Coops-Walkup,STATEN ISLAND,123,0.1834368366,-0.08360121338,0.02960526316,0.05152110224,-0.05428951547,0.05921052632,0.1618455151,0.1150282563,-1,-1,-1,-1,0,-1,-1,-1,null
Unionport,Condos-Walkup,BRONX,49,0.1482682121,-0.005552873008,-0.06629834254,0.07369585502,0.01740845262,-0.02094240838,0.115682962,0.05181197173,-1,-1,-1,-1,0,-1,-1,-1,null
Bronx Park,Condos-Elevator,BRONX,52,0,-0.006578378845,-0.03518566889,0,-0.05481868598,0.04992209283,0,-0.006822903568,-1,-1,-1,-1,0,-1,-1,-1,null
Castle Hill,One_Family,BRONX,43,0.1482682121,-0.08168790457,-0.01634763636,0.07369585502,-0.02424646445,0.02396443406,0.115682962,0.08714015774,73.03202933,0.04642818261,72.02524821,72.02524821,0,260000,510000,401593.75,24
Dyker Heights,Two_Family,BROOKLYN,68,0.1071431771,0.005630113062,-0.0125,0.02429328289,0.04791013466,0.03039513678,0.09616461274,0.04340039578,64.22203807,0.004157721096,64.82579904,64.82579904,0,160000,1750000,1164507.843,51
Jackson Heights,Two_Family,QUEENS,115,0.1493418242,0.01498870714,-0.01429644584,0.1132132662,0.00299716934,0.02256292906,0.09829960058,0.05913309731,67.39089306,0.05568755124,73.60229165,73.60229165,0,190000,1320000,848036.3367,98
Little Italy,Condos-Elevator,MANHATTAN,5,0,-0.03911735206,0.009615384615,0,0.0128784765,-0.01960784314,-0.3681241185,0.01413905177,58.32826606,-0.008765503735,62.62473245,62.62473245,0,1200000,2.09E+07,4470843.917,12
Port Richmond,Condos-Elevator,STATEN ISLAND,121,0.01677320289,-0.09269450241,0.01640795207,0.1583307014,-0.04809539468,0.02068776545,-0.06775608176,0.03945828004,-1,-1,-1,-1,0,-1,-1,-1,null
East Flatbush,Two_Family,BROOKLYN,67,0.147051039,-0.03542808696,0.01623688218,0.07560829057,0.01883291482,0.00898333175,0.113539144,0.08086061417,71.76721394,0.03061968925,69.3327665,69.3327665,0,140000,1650000,591332.7515,169
Jamaica Hills,Coops-Elevator,QUEENS,103,0.1900804734,-0.2441680086,0.02846054334,0.09619070442,-0.1401270648,0.04427083333,0.1491589746,0.1659017514,88.8960606,0.09639164476,80.5349591,80.5349591,0,116610,235000,157415.3333,9
Sunnyside,One_Family,STATEN ISLAND,120,0.05042680174,-0.007894660392,0.03703703704,-0.3176549011,0.04688049766,0.03773584906,0.1805741245,0.03431971816,62.39302285,-0.1475748925,38.98290069,38.98290069,0,200000,1458800,839916.6667,15
Sunnyside,One_Family,STATEN ISLAND,120,0.05042680174,-0.007894660392,0.03703703704,-0.3176549011,0.04688049766,0.03773584906,0.1805741245,0.03431971816,62.39302285,-0.1475748925,38.98290069,38.98290069,0,300000,1188000,589303.5714,21
Sunnyside,One_Family,QUEENS,120,0.1566108839,-0.007894660392,0.03703703704,0.0772097922,0.04688049766,0.03773584906,0.1227445275,0.08210255514,72.01736366,0.03011421946,69.24667556,69.24667556,0,200000,1458800,839916.6667,15
Sunnyside,One_Family,QUEENS,120,0.1566108839,-0.007894660392,0.03703703704,0.0772097922,0.04688049766,0.03773584906,0.1227445275,0.08210255514,72.01736366,0.03011421946,69.24667556,69.24667556,0,300000,1188000,589303.5714,21
Bronxdale,Condos-Walkup,BRONX,49,0.185186431,-0.005552873008,0.007042253521,0.07841269985,0.01740845262,0.1073825503,0.1519369753,0.08676031925,-1,-1,-1,-1,0,-1,-1,-1,null
Castleton Corners,Two_Family,STATEN ISLAND,121,0.09218663652,-0.09269450241,-0.009433962264,-0.03314539019,-0.04809539468,0.01851851852,0.1069862806,0.06693384659,68.96210721,0.004142822449,64.82326152,64.82326152,0,275000,1150000,616000,23
Crown Heights,One_Family,BROOKLYN,77,0.1200367886,-0.06301534287,0.01448513324,0.07922599652,-0.03261375732,0.07360917403,0.08374102339,0.07654244106,70.89745458,0.06383811914,74.99048561,74.99048561,0,110000,5450000,1256621.568,37
Middle Village,Three_Family,QUEENS,104,0.2093102507,0.005564017561,-0.04452380952,0.1004301099,-0.02719634703,0.04761904762,0.1675065461,0.08138945515,71.87373223,0.06525721546,75.23218422,75.23218422,0,675000,1600000,1138071.429,14
Midwood,Condos-Elevator,BROOKLYN,70,0.1169455962,-0.04920125806,0.01293103448,-0.1575087788,-0.05054393305,0.02586206897,0.1814129217,0.07061865433,69.70429516,-0.04925025329,55.72942338,55.72942338,0,385320,950000,592005.1765,34
New Brighton,Coops-Elevator,STATEN ISLAND,120,0.1893354752,-0.007894660392,-0.02127659574,-0.05745991185,0.04688049766,-0.04255319149,0.2119753876,0.08225021302,72.04710467,-0.0505594075,55.50644996,55.50644996,0,200000,347500,291933.3333,9
Canarsie,Coops-Elevator,BROOKLYN,69,0.107546406,-0.05226468164,0.0187664042,0.09031997136,-0.006960020348,0.04522875817,0.06533704014,0.06876688825,-1,-1,-1,-1,0,-1,-1,-1,null
Downtown Brooklyn,Condos-Elevator,BROOKLYN,84,0.0183957528,0.02342607596,0.02335833128,0.03980683716,0.02594367885,0.04937764021,-0.00153828287,0.007089848792,56.90842714,0.02247438312,67.94546872,67.94546872,0,403650,1.53E+07,1744280.21,319
Jamaica,Condos-Walkup,QUEENS,103,0.06081708314,-0.2441680086,0.03265807244,0.1028095479,-0.1401270648,0.008090001264,0.00992236618,0.1087826081,77.39121625,0.09032491631,79.50168192,79.50168192,0,405600,405600,405600,1
Marine Park,Coops-Elevator,BROOKLYN,63,0.2219258161,-0.08564491114,-0.02894736842,0.2076844781,-0.01484015572,0.0152284264,0.1317665061,0.1183232485,79.31287642,0.1017171684,81.44199526,81.44199526,0,115000,300000,166433.4186,43
Tribeca,Condos-Walkup,MANHATTAN,1,0.3770833333,-0.001459987225,0.03614457831,0.13125,0.07452762329,0.008298755187,0.3333333333,0.1791616407,-1,-1,-1,-1,0,-1,-1,-1,null
Bayside,Condos-Walkup,QUEENS,111,0.0663697124,-0.09922647185,-0.002398081535,0.01898162712,0.03992337165,0.03294117647,0.05742389835,0.05903479175,67.37109252,0.004800014828,64.93519366,64.93519366,0,380000,440000,410000,2
Boerum Hill,Coops-Walkup,BROOKLYN,84,0.08195385059,0.02342607596,0.01251706873,0.08334674721,0.02594367885,0.03665158371,0.04203209624,0.03298067716,62.12331541,0.03888582852,70.74064443,70.74064443,0,455000,1950000,922361.2,10
Greenpoint,Condos-Elevator,BROOKLYN,94,0.08748682504,-0.01479122645,-0.01269376215,-0.007355785926,0.0181342633,0.04537316773,0.09083065259,0.04063299867,63.66463348,0.002592909277,64.55928236,64.55928236,0,534581,2494712,1114205.815,124
Kips Bay,Coops-Elevator,MANHATTAN,13,0,-0.06703331144,0.01282051282,0,-0.08380938502,0.03821656051,0.375,0.02331512164,60.17649504,0.03469695563,70.02720113,70.02720113,0,355000,1700000,705911.1351,37
New Springville,Three_Family,STATEN ISLAND,121,0.1770359174,-0.09269450241,-0.02941176471,0.09975296127,-0.04809539468,0.0298013245,0.1338346375,0.1001215724,75.64672462,0.0667677821,75.48946194,75.48946194,0,737000,737000,737000,1
Schuylerville,Three_Family,BRONX,45,0.1001947103,-0.04420403653,-0.006355932203,-0.003478776492,-0.01116504854,-0.01271186441,0.1017571034,0.05675984752,66.91287698,-0.00139390096,63.8802541,63.8802541,0,499890,990000,689533,19
Tremont,Coops-Walkup,BRONX,48,0.2130389634,-0.06928387142,-0.005102040816,0.02377241676,-0.04227152865,-0.006481481481,0.2035724597,0.1153771847,78.71948508,0.02175867576,67.82357039,67.82357039,0,170000,750000,556666.6667,3
Van Nest,Condos-Elevator,BRONX,49,0.09956373251,-0.005552873008,0.02898550725,0.1236843684,0.01740845262,0.05797101449,0.04020810535,0.05371591834,-1,-1,-1,-1,0,-1,-1,-1,null
Willowbrook,Condos-Walkup,STATEN ISLAND,121,0.1507355191,-0.09269450241,0.09,0.07664933475,-0.04809539468,0.1041666667,0.1168906469,0.1181393343,-1,-1,-1,-1,0,-1,-1,-1,null
Cobble Hill,Coops-Walkup,BROOKLYN,76,0.07689580057,-0.01335579353,0.05741469816,-0.2274137189,0.04450292171,0.1041666667,0.1711425753,0.05296352286,66.14822748,-0.08964538336,48.84937818,48.84937818,0,375000,1975000,997321.4286,14
Elmhurst,Three_Family,QUEENS,110,0.1305851786,-0.1103019787,0.01597161043,0.1092123858,-0.05773634548,0.06726030194,0.08036755179,0.09584682661,74.78571232,0.08328155273,78.30206554,78.30206554,0,475000,1680000,1200085.106,47
Gowanus,One_Family,BROOKLYN,76,0.1393566134,-0.01335579353,-0.07553956835,0.1859661097,0.04450292171,-0.07638888889,0.05112755479,0.04783232201,65.1147094,0.05123665065,72.84422014,72.84422014,0,829873,3022329,1917533.667,6
Great Kills,Coops-Elevator,STATEN ISLAND,122,0.09665938123,-0.04834150702,0,0.07048322066,0.008673106486,0.02739726027,0.06366129754,0.05799917366,-1,-1,-1,-1,0,-1,-1,-1,null
Inwood,Condos-Elevator,MANHATTAN,34,0.2168511916,0.001891517943,0.05444219932,0.1816926133,0.008248143294,0.0629101776,0.1385958017,0.1106261307,77.76253555,0.09501477739,80.30045287,80.30045287,0,250000,450000,362125,11
Morris Heights,One_Family,BRONX,46,0.1357072862,-0.09706208223,-0.001443894389,0.1240913611,-0.02294489409,0.0256201708,0.07853432102,0.08982592986,73.57299315,0.06912962344,75.89172763,75.89172763,0,173000,1500000,465807.5,12
Prospect-Lefferts Gardens,Condos-Elevator,BROOKLYN,71,0,-0.08841526654,0.01760816666,0.1115224121,-0.02128274268,0.06645549457,0,0.03092662163,61.7095909,0.07318378188,76.58222654,76.58222654,0,525000,840000,682500,2
Sheepshead Bay,Coops-Walkup,BROOKLYN,61,0.1349071908,0.01230195155,-0.002032520325,0.04743184332,-0.09159095711,0.04365079365,0.1138923308,0.05650952032,66.86245648,0.05973431504,74.29153111,74.29153111,0,162500,185000,169125,4
Sunset Park,Coops-Walkup,BROOKLYN,72,0.1431848243,0.01480104502,-0.0203998368,0.01944770195,-0.02067103582,0.01460665238,0.1347714711,0.05489289824,66.53683911,0.01860443972,67.28634507,67.28634507,0,200000,980000,481183.7917,24
West Brighton,Three_Family,STATEN ISLAND,120,0.1857811918,-0.007894660392,0.04697986577,-0.05784992447,0.04688049766,0.08108108108,0.2086703715,0.09771490088,75.16197678,-0.01982634504,60.74086457,60.74086457,0,215000,785000,548750,4
Bull's Head,Coops-Walkup,STATEN ISLAND,121,0.2270616224,-0.09269450241,-0.02105263158,0.2201235139,-0.04809539468,0,0.1314696457,0.1247229229,-1,-1,-1,-1,0,-1,-1,-1,null
Cambria Heights,Condos-Walkup,QUEENS,105,0.1746966091,-0.05300122629,0.01217175787,0.09237768059,-0.0514101331,0.09222253219,0.1347308295,0.09755678143,-1,-1,-1,-1,0,-1,-1,-1,null
College Point,Coops-Elevator,QUEENS,109,0.1443611906,0.00832101604,-0.03921568627,0.1109644182,0.005724665602,0.03703703704,0.09409984893,0.05266230937,-1,-1,-1,-1,0,-1,-1,-1,null
Flatiron District,Two_Family,MANHATTAN,13,0,-0.06703331144,0.003219262657,0,-0.08380938502,-0.0039897154,0,0.0209148091,-1,-1,-1,-1,0,-1,-1,-1,null
Fort Greene,One_Family,BROOKLYN,88,0.2079826214,-0.09118344794,-0.008032128514,0.09374448382,0.001842126969,0.02362204724,0.1690333517,0.1189391819,79.43693672,0.04753789144,72.21425236,72.21425236,0,2846008,2846008,2846008,1
Queens Village,Coops-Elevator,QUEENS,105,0.1293399542,-0.05300122629,-0.017282011,0.1060276389,-0.0514101331,0.03191489362,0.0805989953,0.06978284452,69.53594771,0.07111420085,76.22973824,76.22973824,0,155618,155618,155618,1
Concord,Condos-Walkup,STATEN ISLAND,120,0.03542897796,-0.007894660392,-0.0495049505,0.2263845491,0.04688049766,0.01869158879,-0.08768901574,0.005935200576,-1,-1,-1,-1,0,-1,-1,-1,null
Douglaston,Three_Family,QUEENS,111,0.1065284223,-0.09922647185,-0.02397260274,0.09540481913,0.03992337165,0.006666666667,0.06177272032,0.0717125809,-1,-1,-1,-1,0,-1,-1,-1,null
Long Island City,Coops-Elevator,QUEENS,108,0.2179489279,0.01272315638,0.004374540093,0.1677692819,-0.05233356211,0.07193034262,0.1463399621,0.09535370565,74.6863887,0.1091788311,82.71285579,82.71285579,0,365000,1065000,610224.1379,29
Midland Beach,Coops-Walkup,STATEN ISLAND,122,-0.06040889209,-0.04834150702,-0.02127659574,-0.1054282887,0.008673106486,0,-0.007309437016,-0.01800069827,-1,-1,-1,-1,0,-1,-1,-1,null
Navy Yard,Coops-Elevator,BROOKLYN,84,0.07526561483,0.02342607596,0.02,0.4301188782,0.02594367885,0.04,-0.1780947899,0.03184170389,-1,-1,-1,-1,0,-1,-1,-1,null
Ridgewood,Condos-Walkup,QUEENS,104,0.1299661109,0.005564017561,0.009900645179,0.1723690049,-0.02719634703,0.05076608644,0.04791077474,0.05929070594,67.42263833,0.09841647794,80.87982601,80.87982601,0,301105,855000,487574.6667,18
St. Albans,Coops-Elevator,QUEENS,113,0.08283929829,-0.1162328571,-0.003880718954,0.06810238575,-0.01653521893,0.002032520325,0.05050796176,0.07117736163,-1,-1,-1,-1,0,-1,-1,-1,null
St. George,One_Family,STATEN ISLAND,120,0,-0.007894660392,0,0,0.04688049766,0.0612244898,0,0.002368398117,-1,-1,-1,-1,0,-1,-1,-1,null
Belmont,One_Family,BRONX,48,0.1806064932,-0.06928387142,0.02112676056,0.2419766227,-0.04227152865,0.012392755,0.06782410586,0.1073397735,77.10060287,0.1246691276,85.35114262,85.35114262,0,300000,450000,351000,3
Chinatown,Coops-Elevator,MANHATTAN,5,0,-0.03911735206,-0.01754385965,0,0.0128784765,0.01897533207,0,0.007349240705,-1,-1,-1,-1,0,-1,-1,-1,null
Manhattan Beach,Coops-Walkup,BROOKLYN,61,-0.01509715457,0.01230195155,-0.08979328165,-0.1898831468,-0.09159095711,0.005910165485,0.07292116839,-0.03293262543,-1,-1,-1,-1,0,-1,-1,-1,null
Morrisania,Condos-Elevator,BRONX,42,0.314701061,-0.01524550237,0.01486642168,0.1052421943,0.05636415158,0.02755740001,0.2766369011,0.1499057336,85.67416887,0.03733909196,70.4772063,70.4772063,0,205000,270000,230750,4
Mount Eden,Three_Family,BRONX,44,0.1367547557,-0.06715625229,0.01226924855,-0.02553506255,-0.04108725349,0.01806914948,0.1476373229,0.0847538279,72.55137868,0.005352685271,65.02932376,65.02932376,0,395000,1850000,690369.05,20
Murray Hill,Three_Family,MANHATTAN,109,0.4448483967,0.00832101604,-0.004103967168,-0.5553491482,0.005724665602,0.06332453826,0.565498434,0.1966594819,-1,-1,-1,-1,0,-1,-1,-1,null
Springfield Gardens,Condos-Elevator,QUEENS,113,0.179898234,-0.1162328571,-0.01547075806,0.1805269764,-0.01653521893,0.04309397223,0.09852824927,0.1119563729,-1,-1,-1,-1,0,-1,-1,-1,null
Floral Park,Three_Family,QUEENS,105,0.1802978192,-0.05300122629,0,0.141054436,-0.0514101331,0.03921568627,0.1180998555,0.09703438653,75.02490869,0.08870145768,79.22517659,79.22517659,0,980000,980000,980000,2
Richmondtown,Condos-Elevator,STATEN ISLAND,121,0.1063636901,-0.09269450241,-0.02,0.1171062717,-0.04809539468,0,0.05078412392,0.07067201125,-1,-1,-1,-1,0,-1,-1,-1,null
Washington Heights,Coops-Elevator,MANHATTAN,34,0.3164874382,0.001891517943,0.01578192253,-0.01329497848,0.008248143294,0.03438395415,0.3210010763,0.1457973725,84.84666949,1.39E-04,64.1413026,64.1413026,0,180000,5250000,617132.3396,212
Eltingville,Condos-Elevator,STATEN ISLAND,122,0.1046035176,-0.04834150702,-0.02197802198,0.1101679759,0.008673106486,0.0625,0.05240627628,0.05607952951,-1,-1,-1,-1,0,-1,-1,-1,null
Hollis,Coops-Elevator,QUEENS,103,0.01017970551,-0.2441680086,-0.004694835681,0.1156781588,-0.1401270648,0.009302325581,-0.05058517377,0.07665756115,70.92064188,0.09641887229,80.53959645,80.53959645,0,145000,145000,145000,1
Melrose,Coops-Elevator,BRONX,40,0.0737093152,-0.1402715324,0.02058752945,-0.128059528,-0.03755912156,0.06669770144,0.1294504006,0.08039753393,71.67394108,-0.02968462575,59.06181522,59.06181522,0,106056,510000,272654.8714,70
Woodhaven,Two_Family,QUEENS,102,0.1516661287,-0.1037101775,-0.02083333333,0.1056194071,-0.01849491009,0.01619433198,0.1043680721,0.09415447782,74.44484219,0.05712578922,73.84725044,73.84725044,0,152000,1350000,684046.1371,124
Borough Park,Three_Family,BROOKLYN,66,0.1407642501,-0.09430724152,-0.0234521576,0.1461504535,-0.03806974689,0.009124087591,0.07302536877,0.08577304561,72.75666784,0.07946965003,77.6528273,77.6528273,0,108000,4300000,1422342.971,70
Flushing,Three_Family,QUEENS,109,0.1503131226,0.00832101604,0.04998112949,0.1251941685,0.005724665602,0.08329151164,0.09357346434,0.07763988271,71.11849948,0.07544285406,76.96698873,76.96698873,0,290000,2138000,1236349.387,62
Hunts Point,Coops-Elevator,BRONX,41,0.1609771137,-0.1590577029,-0.01758756039,-0.1121503037,0.007973519436,-0.005206009222,0.2055272914,0.1157601219,-1,-1,-1,-1,0,-1,-1,-1,null
Castle Hill,Condos-Walkup,BRONX,43,0.1482682121,-0.08168790457,-0.01634763636,0.07369585502,-0.02424646445,0.02396443406,0.115682962,0.08714015774,-1,-1,-1,-1,0,-1,-1,-1,null
Flatlands,Condos-Elevator,BROOKLYN,63,0.1540410219,-0.08564491114,-0.02077151335,-0.06876005286,-0.01484015572,0.005797101449,0.1821584365,0.08981905487,-1,-1,-1,-1,0,-1,-1,-1,null
Huguenot,Two_Family,STATEN ISLAND,123,0.09137035118,-0.08360121338,-0.006993006993,0.1228076213,-0.05428951547,0.04081632653,0.03192697871,0.0644487703,68.46156721,0.08175436584,78.04195708,78.04195708,0,195000,1160805,815924.9744,39
Middle Village,Two_Family,QUEENS,104,0.2093102507,0.005564017561,-0.04452380952,0.1004301099,-0.02719634703,0.04761904762,0.1675065461,0.08138945515,71.87373223,0.06525721546,75.23218422,75.23218422,0,262641,1475000,873051.4382,89
Upper West Side,Three_Family,MANHATTAN,20,0.05333916493,0.1236454571,-0.007311333833,-0.1807491861,0.02723680096,0.01691032872,0.1318021888,-0.01491884636,52.47547179,-0.08528059186,49.5927837,49.5927837,0,2482893,1.49E+07,7104111.625,8
Bensonhurst,Three_Family,BROOKLYN,62,0.195609427,-0.06129716783,0.05141655128,0.102415684,-0.08088568486,0.04483837331,0.1521951713,0.1192675303,79.50307212,0.08156235658,78.00925432,78.00925432,0,300000,2138325,1405388.184,38
Carroll Gardens,Three_Family,BROOKLYN,76,0.01923863714,-0.01335579353,0.03398647238,-0.408611031,0.04450292171,0.01560578106,0.1856207995,0.02116074286,59.74256359,-0.1933243952,31.19090582,31.19090582,0,700000,3250000,2549176.471,17
Crown Heights,Condos-Walkup,BROOKLYN,77,0.1200367886,-0.06301534287,0.01448513324,0.07922599652,-0.03261375732,0.07360917403,0.08374102339,0.07654244106,70.89745458,0.06383811914,74.99048561,74.99048561,0,250000,1318633,673230.9535,43
Mill Basin,One_Family,BROOKLYN,63,0.02204563953,-0.08564491114,0.00182748538,0.1327815549,-0.01484015572,0.09154437456,-0.04749860741,0.03607088247,62.7457395,0.08708984007,78.95068801,78.95068801,0,425000,2450000,956507.7619,63
New Springville,Two_Family,STATEN ISLAND,121,0.1770359174,-0.09269450241,-0.02941176471,0.09975296127,-0.04809539468,0.0298013245,0.1338346375,0.1001215724,75.64672462,0.0667677821,75.48946194,75.48946194,0,300000,1900000,705207.386,57
Tompkinsville,Condos-Elevator,STATEN ISLAND,120,0.04507657798,-0.007894660392,0.025,-0.06596693806,0.04688049766,0.0127388535,0.07556756652,0.02890285821,61.30196779,-0.04056455805,57.20875952,57.20875952,0,185000,315500,245083.3333,6
