DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How well do teachers work with each other?,Quality Review - How safe and inclusive is the school while supporting social-emotional growth?,Quality Review - How well does the school allocate and manage resources?,"Quality Review - How well does the school identify, track, and meet its goals?",Quality Review - How thoughtful is the school’s approach to teacher development and evaluation?,Quality Review - How well are school decisions evaluated and adjusted?,Quality Review - Dates of Review,Average Incoming ELA Proficiency (Based on 4th Grade),Average Incoming Math Proficiency (Based on 4th Grade),Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
06M293,City College Academy of the Arts,Middle,256,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Exceeding Target,0.78,0.71,0.74,0.76,0.79,0.81,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42826,2.79,2.79,0.082,0.172,0,0.733,0.117,0.566,0.004,0.02,0.953,0.02,12,0.861,0.951,0.112,0.973
06M311,Amistad Dual Language School,K-8,423,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.76,0.89,0.72,0.91,0.91,0.91,Proficient,Proficient,Well Developed,Proficient,Proficient,,,,,,41961,,,0.243,0.139,0.014,0.683,0.177,0.492,0.014,0.012,0.92,0.047,0.8,0.548,0.955,0.084,0.955
06M314,Muscota,Elementary,281,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,0.95,0.9,0.92,0.93,0.96,0.93,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Well Developed,42736,,,0.05,0.135,0.011,0.364,0.039,0.16,0.057,0.021,0.423,0.438,7,0.889,0.953,0.06,0.993
06M319,M.S. 319 - Maria Teresa,Middle,471,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.87,0.86,0.85,0.9,0.95,0.93,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,42016,2.33,2.42,0.321,0.227,0.083,0.801,0.17,0.641,0.002,0.049,0.928,0.019,13,0.975,0.941,0.181,0.959
06M322,Middle School 322,Middle,321,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.83,0.76,0.8,0.82,0.93,0.86,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42430,2.22,2.27,0.417,0.202,0.075,0.852,0.411,0.614,0.006,0.037,0.935,0.019,12.1,0.848,0.937,0.199,0.948
06M324,M.S. 324 - Patria Mirabal,Middle,423,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.87,0.91,0.84,0.95,0.94,0.94,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,42076,2.42,2.41,0.312,0.253,0.078,0.742,0.177,0.534,0.005,0.118,0.851,0.024,13,0.73,0.947,0.167,0.984
06M325,P.S. 325,Elementary,199,,,,,,,,0.83,0.85,0.78,0.88,0.9,0.93,Proficient,Developing,Proficient,Proficient,Proficient,,,,,,42129,,,0.392,0.251,0.106,0.844,0.347,0.608,0.01,0.05,0.874,0.065,,0.917,0.913,0.318,0.961
06M328,Community Math & Science Prep,Middle,246,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.81,0.78,0.82,0.83,0.92,0.88,Proficient,Developing,Proficient,Proficient,Proficient,,,,,,42138,2.17,2.16,0.48,0.325,0.142,0.782,0.207,0.593,0.024,0.154,0.813,0.008,5.8,0.6,0.885,0.371,0.98
06M346,Community Health Academy of the Heights,Middle,278,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.87,0.94,0.8,0.97,0.9,0.95,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,42736,2.42,2.4,0.155,0.201,0.05,0.83,0.147,0.694,0.007,0.09,0.885,0.014,6.1,0.725,0.941,0.16,0.978
06M348,Washington Heights Expeditionary Learning School,Middle,369,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.84,0.86,0.77,0.87,0.9,0.93,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,42081,2.42,2.39,0.193,0.22,0.012,0.816,0.146,0.648,0.004,0.023,0.958,0.008,1.8,0.724,0.942,0.177,0.978
06M349,Harbor Heights,Middle,155,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.89,0.86,0.84,0.86,0.89,0.91,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,42132,1.84,1.78,0.897,0.006,0.006,0.763,0.348,0.426,0,0,0.987,0,11,0.364,0.958,0.11,0.973
06M366,Washington Heights Academy,K-8,510,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,0.91,0.9,0.82,0.93,0.92,0.92,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,42767,,,0.184,0.149,0,0.761,0.118,0.598,0.014,0.012,0.947,0.016,6,0.829,0.941,0.183,0.964
06M368,Hamilton Heights School,Elementary,202,Not Meeting Target,Approaching Target,Approaching Target,Not Meeting Target,Meeting Target,Approaching Target,Not Meeting Target,0.69,0.64,0.73,0.47,0.94,0.68,Developing,Developing,Developing,Proficient,Developing,Developing,Proficient,Developing,Proficient,Developing,42644,,,0.183,0.149,0.015,0.658,0.183,0.436,0.035,0.203,0.564,0.149,2.9,0.706,0.93,0.214,0.971
06M513,Castle Bridge School,Elementary,209,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,,0.89,0.96,0.92,0.95,0.95,0.96,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,42767,,,0.292,0.33,0.019,0.607,0.206,0.354,0.019,0.115,0.632,0.196,5,0.667,0.941,0.167,0.979
06M528,I.S. 528 Bea Fuller Rodgers School,Middle,199,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.87,0.85,0.78,0.92,0.93,0.92,Proficient,Well Developed,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,42826,2.33,2.29,0.226,0.191,0.005,0.811,0.221,0.658,0.01,0.02,0.965,0.005,2,0.588,0.971,0.059,0.962
07X001,P.S. 001 Courtlandt School,Elementary,586,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.74,0.67,0.66,0.69,0.87,0.78,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,42856,,,0.292,0.21,0.092,0.896,0.229,0.724,0.002,0.225,0.749,0.02,11,0.62,0.907,0.349,0.968
07X005,P.S. 5 Port Morris,K-8,688,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.76,0.7,0.72,0.79,0.88,0.81,Well Developed,Well Developed,Proficient,Proficient,Proficient,,,,,,42503,,,0.249,0.238,0.115,0.904,0.285,0.759,0.003,0.278,0.695,0.016,2,0.786,0.906,0.336,0.964
07X018,P.S. 018 John Peter Zenger,Elementary,565,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.8,0.85,0.69,0.84,0.92,0.9,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,42062,,,0.313,0.285,0.122,0.914,0.29,0.758,0.023,0.274,0.665,0.023,3.6,0.774,0.918,0.317,0.965
07X025,P.S. 025 Bilingual School,Elementary,468,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.8,0.79,0.76,0.82,0.9,0.84,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,41968,,,0.177,0.286,0.182,0.846,0.156,0.679,0.017,0.107,0.859,0.011,8.8,0.778,0.913,0.333,0.962
07X029,P.S./M.S. 029 Melrose School,K-8,741,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.74,0.85,0.71,0.87,0.9,0.88,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42072,,,0.151,0.236,0.069,0.879,0.231,0.735,0.026,0.286,0.667,0.012,8.9,0.485,0.915,0.349,0.973
07X030,P.S. 030 Wilton,Elementary,540,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.85,0.86,0.82,0.88,0.95,0.81,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42856,,,0.198,0.237,0.109,0.918,0.256,0.776,0.013,0.196,0.752,0.03,5.8,0.7,0.901,0.396,0.957
07X031,P.S./M.S. 031 The William Lloyd Garrison,K-8,677,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Not Meeting Target,Meeting Target,Approaching Target,0.78,0.85,0.64,0.88,0.85,0.86,Developing,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,42705,,,0.139,0.266,0.074,0.879,0.326,0.713,0.024,0.266,0.684,0.019,,0.852,0.898,0.399,0.971
07X043,P.S. 043 Jonas Bronck,Elementary,434,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.79,0.88,0.73,0.89,0.89,0.9,Proficient,Developing,Proficient,Proficient,Proficient,,,,,,42355,,,0.131,0.27,0.085,0.893,0.217,0.735,0.007,0.283,0.698,0.007,12.8,0.707,0.919,0.314,0.971
07X049,P.S. 049 Willis Avenue,Elementary,609,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Exceeding Target,0.79,0.78,0.66,0.83,0.88,0.84,Proficient,Well Developed,Well Developed,Proficient,Proficient,,,,,,42508,,,0.176,0.299,0.113,0.92,0.284,0.759,0.003,0.281,0.696,0.01,4,0.424,0.923,0.281,0.97
07X065,P.S. 065 Mother Hale Academy,Elementary,390,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.83,0.82,0.79,0.85,0.9,0.86,Proficient,Developing,Proficient,Developing,Proficient,,,,,,41960,,,0.133,0.231,0.087,0.954,0.459,0.787,0.015,0.351,0.61,0.015,6.1,0.622,0.89,0.439,0.965
07X151,J.H.S. 151 Lou Gehrig,Middle,245,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.81,0.85,0.73,0.86,0.87,0.9,Proficient,Proficient,Well Developed,Well Developed,Proficient,,,,,,42076,2.19,2.08,0.306,0.278,0.131,0.88,0.331,0.641,0,0.278,0.702,0.02,7,0.826,0.908,0.349,0.952
07X154,P.S. 154 Jonathan D. Hyatt,Elementary,351,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.8,0.86,0.82,0.89,0.9,0.91,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,42826,,,0.117,0.234,0.043,0.922,0.174,0.761,0.003,0.419,0.544,0.017,5.2,0.622,0.935,0.232,0.967
07X157,P.S. 157 Grove Hill,Elementary,591,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.9,0.89,0.87,0.89,0.89,0.92,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42041,,,0.115,0.228,0.088,0.847,0.24,0.684,0.002,0.325,0.667,0.002,17,0.821,0.889,0.445,0.967
07X161,P.S. 161 Juan Ponce De Leon School,Elementary,457,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.7,0.86,0.78,0.82,0.89,0.88,Proficient,Developing,Proficient,Proficient,Developing,Developing,Proficient,Developing,Proficient,Developing,42795,,,0.208,0.291,0.116,0.874,0.271,0.694,0.004,0.223,0.751,0.015,5.8,0.755,0.9,0.398,0.958
07X162,J.H.S. 162 Lola Rodriguez De Tio,Middle,380,,,,,,,,0.83,0.85,0.72,0.86,0.84,0.88,Well Developed,Proficient,Proficient,Proficient,Proficient,,,,,,42447,2.21,2.14,0.208,0.363,0.168,0.904,0.274,0.732,0,0.266,0.732,0,2,0.778,0.906,0.35,0.966
07X179,P.S. 179,Elementary,321,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,0.84,0.88,0.8,0.88,0.92,0.95,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,42111,,,0.327,0.262,0.131,0.884,0.231,0.729,0.009,0.128,0.835,0.006,13.8,0.848,0.922,0.301,0.962
07X221,South Bronx Preparatory: A College Board School,Middle,281,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,Exceeding Target,Meeting Target,0.87,0.9,0.85,0.93,0.83,0.94,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42018,2.35,2.39,0.082,0.278,0.093,0.906,0.149,0.751,0.004,0.21,0.751,0.025,10,0.587,0.939,0.199,0.97
07X223,M.S. 223 The Laboratory School of Finance and Tech,Middle,302,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.82,0.86,0.75,0.86,0.82,0.91,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,42312,2.8,2.85,0.103,0.255,0.079,0.845,0.106,0.672,0.003,0.172,0.811,0.01,14,0.577,0.944,0.169,0.967
07X224,P.S./I.S. 224,Middle,389,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.77,0.68,0.71,0.8,0.93,0.8,Proficient,Developing,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,42795,2.23,2.22,0.216,0.288,0.108,0.895,0.272,0.697,0.003,0.252,0.733,0.005,0.6,0.63,0.894,0.392,0.959
07X277,P.S. 277,Elementary,407,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Exceeding Target,0.74,0.72,0.62,0.74,0.91,0.84,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,42039,,,0.167,0.219,0.002,0.906,0.265,0.74,0.005,0.248,0.72,0.005,0.1,0.625,0.915,0.346,0.971
07X296,South Bronx Academy for Applied Media,Middle,296,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.73,0.65,0.67,0.71,0.85,0.78,Proficient,Developing,Developing,Proficient,Proficient,,,,,,42094,2.34,2.23,0.125,0.28,0.122,0.904,0.25,0.726,0.007,0.331,0.639,0.007,12,0.654,0.885,0.44,0.973
07X298,Academy of Public Relations,Middle,256,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.69,0.64,0.67,0.69,0.9,0.8,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,42018,2.43,2.33,0.281,0.289,0.117,0.871,0.23,0.707,0,0.207,0.773,0.016,12,0.333,0.935,0.219,0.958
07X343,Academy of Applied Mathematics and Technology,Middle,302,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.91,0.97,0.85,0.98,0.89,0.95,Proficient,Proficient,Well Developed,Proficient,Well Developed,,,,,,42514,2.53,2.52,0.089,0.238,0.109,0.881,0.123,0.738,0.007,0.268,0.712,0.007,7.4,0.708,0.936,0.219,0.977
07X359,Concourse Village Elementary School,Elementary,310,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.97,0.97,0.97,0.98,0.95,0.97,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,41992,,,0.21,0.235,0.003,0.81,0.213,0.639,0.003,0.326,0.635,0.026,4,0.629,0.932,0.257,0.994
07X369,Young Leaders Elementary School,Elementary,213,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,0.82,0.9,0.8,0.91,0.93,0.98,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Well Developed,Proficient,42644,,,0.502,0.324,0.131,0.903,0.423,0.718,0,0.192,0.789,0.009,3.9,0.379,0.924,0.31,0.972
07X500,Hostos-Lincoln Academy of Science,Middle,175,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.78,0.77,0.71,0.85,0.85,0.88,Proficient,Developing,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42767,2.65,2.7,0.063,0.274,0.006,0.833,0.114,0.669,0.011,0.177,0.794,0.011,12.9,0.794,0.935,0.201,0.973
07X551,The Urban Assembly Bronx Academy of Letters,Middle,251,Exceeding Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,0.78,0.89,0.67,0.93,0.89,0.9,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,42856,2.32,2.25,0.139,0.319,0.124,0.906,0.135,0.757,0,0.359,0.606,0.036,2.9,0.577,0.86,0.583,0.975
08X014,P.S. X014 Senator John Calandra,Elementary,576,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,0.89,0.94,0.91,0.94,0.92,0.96,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,42123,,,0.061,0.215,0.057,0.415,0.075,0.3,0.049,0.05,0.667,0.214,6.5,0.867,0.934,0.207,0.966
08X036,P.S. 036 Unionport,Elementary,689,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.87,0.95,0.87,0.95,0.98,0.97,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,42332,,,0.173,0.203,0.074,0.722,0.097,0.563,0.228,0.099,0.615,0.03,7.6,0.776,0.937,0.218,0.966
08X048,P.S. 048 Joseph R. Drake,Elementary,737,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,Approaching Target,0.66,0.65,0.62,0.57,0.83,0.74,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42795,,,0.198,0.32,0.138,0.911,0.421,0.756,0.009,0.262,0.712,0.011,0.9,0.765,0.898,0.383,0.947
08X062,P.S. 062 Inocensio Casanova,Elementary,643,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.83,0.91,0.84,0.93,0.92,0.95,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,42124,,,0.129,0.311,0.162,0.865,0.215,0.723,0.002,0.179,0.787,0.028,8.4,0.787,0.906,0.386,0.961
08X069,P.S. 069 Journey Prep School,Elementary,551,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.93,0.94,0.91,0.95,0.92,0.98,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,42079,,,0.085,0.258,0.094,0.744,0.14,0.579,0.015,0.149,0.811,0.016,6.8,0.867,0.925,0.274,0.95
08X071,P.S. 071 Rose E. Scala,K-8,1695,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.76,0.83,0.71,0.86,0.89,0.87,Proficient,Well Developed,Proficient,Well Developed,Well Developed,,,,,,42018,,,0.084,0.197,0.037,0.476,0.055,0.356,0.077,0.047,0.621,0.241,2,0.818,0.932,0.22,0.957
08X072,P.S. 072 Dr. William Dorney,Elementary,787,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.86,0.93,0.89,0.9,0.92,0.91,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,41967,,,0.057,0.31,0.147,0.743,0.196,0.615,0.039,0.203,0.712,0.044,10.3,0.75,0.901,0.411,0.966
08X075,P.S. 75 School of Research and Discovery,Elementary,575,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.8,0.9,0.8,0.89,0.85,0.91,Well Developed,Proficient,Well Developed,Well Developed,Proficient,,,,,,42093,,,0.17,0.235,0.043,0.883,0.29,0.715,0.012,0.23,0.729,0.024,10.8,0.783,0.906,0.37,0.96
08X093,P.S. 093 Albert G. Oliver,Elementary,293,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.85,0.91,0.83,0.9,0.91,0.92,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,42146,,,0.078,0.3,0.109,0.626,0.143,0.529,0.003,0.553,0.399,0.014,4.9,0.848,0.924,0.284,0.95
08X100,P.S. 100 Isaac Clason,Elementary,560,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Not Meeting Target,Meeting Target,Approaching Target,0.87,0.92,0.88,0.92,0.86,0.91,Well Developed,Well Developed,Proficient,Proficient,Well Developed,,,,,,42328,,,0.07,0.282,0.113,0.848,0.22,0.68,0.005,0.307,0.657,0.011,10,0.848,0.91,0.352,0.955
08X101,M.S. X101 Edward R. Byrne,Middle,501,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.86,0.95,0.79,0.94,0.88,0.92,Proficient,Developing,Developing,Proficient,Proficient,,,,,,42347,3.22,3.23,0.018,0.214,0.05,0.425,0.052,0.271,0.134,0.1,0.555,0.192,4.6,0.789,0.948,0.141,0.971
08X107,P.S. 107,Elementary,533,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.9,0.93,0.92,0.92,0.91,0.91,Proficient,Developing,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,42644,,,0.116,0.334,0.129,0.935,0.341,0.762,0.008,0.319,0.636,0.028,6.4,0.75,0.886,0.47,0.971
08X119,The Dr. Emmett W. Bassett School,Elementary,925,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.68,0.66,0.74,0.59,0.88,0.79,Proficient,Developing,Developing,Proficient,Proficient,,,,,,42493,,,0.284,0.166,0.044,0.774,0.148,0.609,0.296,0.106,0.502,0.065,2,0.925,0.934,0.225,0.968
08X123,J.H.S. 123 James M. Kieran,Middle,325,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.78,0.73,0.68,0.78,0.85,0.82,Developing,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42856,2.32,2.24,0.283,0.311,0.126,0.853,0.305,0.68,0.034,0.228,0.729,0.003,2.3,0.515,0.912,0.333,0.963
08X125,J.H.S. 125 Henry Hudson,Middle,365,Approaching Target,Not Meeting Target,Not Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.73,0.68,0.67,0.65,0.87,0.78,Developing,Developing,Developing,Developing,Under Developed,Proficient,Developing,Under Developed,Developing,Under Developed,42826,2.45,2.52,0.247,0.195,0.085,0.753,0.214,0.548,0.238,0.159,0.515,0.063,2.9,0.9,0.895,0.403,0.964
08X130,P.S. 130 Abram Stevens Hewitt,Elementary,480,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,0.87,0.94,0.87,0.94,0.91,0.98,Developing,Developing,Developing,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Developing,42705,,,0.248,0.285,0.142,0.851,0.25,0.658,0.017,0.24,0.719,0.019,10.4,0.775,0.907,0.362,0.983
08X131,J.H.S. 131 Albert Einstein,Middle,469,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.8,0.83,0.65,0.83,0.83,0.83,Proficient,Proficient,Proficient,Proficient,Well Developed,,,,,,42011,2.45,2.31,0.072,0.335,0.119,0.814,0.224,0.644,0.028,0.354,0.599,0.011,4.5,0.763,0.91,0.335,0.955
08X138,P.S. 138 Samuel Randall,Elementary,678,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,0.77,0.81,0.76,0.75,0.89,0.85,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,Developing,42675,,,0.059,0.217,0.086,0.825,0.237,0.634,0.032,0.274,0.667,0.007,2,0.964,0.905,0.379,0.956
08X140,P.S. X140 The Eagle School,Elementary,610,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.77,0.76,0.68,0.74,0.88,0.84,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,42767,,,0.134,0.223,0.105,0.892,0.344,0.764,0.003,0.362,0.595,0.02,13.9,0.891,0.893,0.434,0.947
08X146,P.S. 146 Edward Collins,Elementary,373,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.64,0.74,0.71,0.74,0.85,0.81,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,42045,,,0.121,0.276,0.131,0.863,0.198,0.713,0.008,0.413,0.55,0.008,0.6,0.742,0.915,0.346,0.971
08X152,P.S. 152 Evergreen,Elementary,865,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.8,0.81,0.83,0.77,0.86,0.85,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,42087,,,0.282,0.227,0.061,0.889,0.303,0.71,0.016,0.164,0.791,0.015,12.8,0.783,0.911,0.332,0.96
08X182,P.S. 182,Elementary,936,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.67,0.69,0.61,0.67,0.88,0.82,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,42856,,,0.067,0.207,0.005,0.726,0.13,0.592,0.071,0.272,0.618,0.028,20.2,0.841,0.919,0.305,0.957
08X269,Bronx Studio School for Writers and Artists,Middle,284,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.7,0.75,0.65,0.78,0.84,0.87,Proficient,Developing,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,42795,2.46,2.47,0.123,0.285,0.074,0.863,0.169,0.736,0.004,0.239,0.746,0.011,13,0.5,0.907,0.314,0.972
