DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How well do teachers work with each other?,Quality Review - How safe and inclusive is the school while supporting social-emotional growth?,Quality Review - How well does the school allocate and manage resources?,"Quality Review - How well does the school identify, track, and meet its goals?",Quality Review - How thoughtful is the school’s approach to teacher development and evaluation?,Quality Review - How well are school decisions evaluated and adjusted?,Quality Review - Dates of Review,Average Incoming ELA Proficiency (Based on 4th Grade),Average Incoming Math Proficiency (Based on 4th Grade),Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
17K770,P.S. 770 New American Academy,Elementary,242,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,0.89,0.91,0.84,0.94,0.95,0.94,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,42736,,,0.017,0.161,0.008,0.536,0.091,0.326,0.017,0.653,0.083,0.14,3.8,0.667,0.937,0.191,0.965
18K066,P.S. 66,K-8,796,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.78,0.8,0.63,0.85,0.88,0.82,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,42040,,,0.024,0.111,0.023,0.498,0.038,0.372,0.006,0.884,0.07,0.023,6.9,0.643,0.948,0.123,0.966
18K068,I.S. 068 Isaac Bildersee,Middle,393,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.77,0.93,0.7,0.91,0.87,0.91,Well Developed,Proficient,Proficient,Proficient,Proficient,,,,,,42397,2.29,2.2,0.193,0.29,0.137,0.572,0.135,0.422,0.013,0.865,0.069,0.041,7.1,0.976,0.92,0.285,0.961
18K114,P.S. 114 Ryder Elementary,Elementary,482,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.84,0.89,0.81,0.92,0.87,0.91,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42736,,,0.154,0.239,0.079,0.682,0.185,0.51,0.015,0.803,0.102,0.071,6.1,0.651,0.926,0.248,0.971
18K115,P.S. 115 Daniel Mucatel School,Elementary,917,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.88,0.93,0.83,0.93,0.94,0.93,Proficient,Developing,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,42705,,,0.061,0.186,0.079,0.519,0.105,0.381,0.034,0.834,0.081,0.037,3.9,0.903,0.941,0.187,0.974
18K135,P.S. 135 Sheldon A. Brookner,Elementary,573,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.78,0.78,0.78,0.84,0.91,0.87,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,42045,,,0.066,0.105,0.045,0.663,0.155,0.506,0.005,0.848,0.08,0.045,6.8,0.833,0.941,0.164,0.959
18K208,P.S. 208 Elsa Ebeling,Elementary,400,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.71,0.87,0.71,0.82,0.9,0.87,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,42124,,,0.028,0.26,0.085,0.55,0.068,0.465,0.01,0.92,0.043,0.02,2.8,0.818,0.934,0.234,0.972
18K211,I.S. 211 John Wilson,Middle,539,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.83,0.83,0.73,0.83,0.87,0.86,Well Developed,Proficient,Proficient,Proficient,Proficient,,,,,,42318,2.59,2.38,0.037,0.249,0.109,0.599,0.158,0.429,0.009,0.865,0.098,0.019,5.7,0.881,0.93,0.211,0.949
18K219,P.S. 219 Kennedy-King,Elementary,477,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,0.85,0.84,0.77,0.8,0.89,0.89,Proficient,Developing,Proficient,Proficient,Proficient,,,,,,42360,,,0.096,0.237,0.119,0.726,0.157,0.589,0.015,0.836,0.119,0.015,15.5,1,0.905,0.347,0.965
18K233,P.S. 233 Langston Hughes,Elementary,424,Meeting Target,Exceeding Target,Approaching Target,Exceeding Target,Approaching Target,Exceeding Target,Approaching Target,0.87,0.96,0.83,0.94,0.91,0.97,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,42080,,,0.033,0.203,0.061,0.566,0.142,0.415,0.012,0.92,0.054,0.007,10.4,0.923,0.926,0.271,0.979
18K235,P.S. 235 Janice Marie Knight School,K-8,1228,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.87,0.89,0.74,0.91,0.88,0.9,Proficient,Proficient,Proficient,Proficient,Developing,,,,,,42410,,,0.018,0.081,0.035,0.481,0.044,0.339,0.011,0.94,0.015,0.016,4.6,0.887,0.954,0.131,0.954
18K244,P.S. 244 Richard R. Green,Elementary,524,Meeting Target,Approaching Target,Approaching Target,Not Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.71,0.71,0.68,0.63,0.92,0.76,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,42382,,,0.042,0.244,0.063,0.59,0.137,0.439,0.002,0.945,0.038,0.01,3.8,0.867,0.917,0.29,0.967
18K268,P.S. 268 Emma Lazarus,Elementary,392,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Not Meeting Target,0.91,0.89,0.84,0.94,0.92,0.97,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42644,,,0.082,0.176,0.005,0.676,0.161,0.536,0.003,0.895,0.074,0.026,2.4,0.897,0.919,0.29,0.962
18K272,P.S. 272 Curtis Estabrook,Elementary,438,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.81,0.87,0.74,0.87,0.88,0.88,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42795,,,0.048,0.315,0.18,0.81,0.301,0.646,0.043,0.765,0.142,0.018,11.3,0.909,0.902,0.392,0.956
18K276,P.S. 276 Louis Marshall,Elementary,580,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Not Meeting Target,0.87,0.92,0.85,0.87,0.88,0.91,Proficient,Developing,Proficient,Proficient,Proficient,,,,,,42481,,,0.121,0.2,0.067,0.547,0.076,0.434,0.019,0.89,0.047,0.028,6.6,0.94,0.932,0.199,0.961
18K279,P.S. 279 Herman Schreiber,Elementary,411,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.83,0.8,0.74,0.84,0.94,0.86,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,41990,,,0.046,0.131,0.027,0.556,0.102,0.428,0.015,0.91,0.051,0.012,10,0.788,0.934,0.2,0.972
18K285,I.S. 285 Meyer Levin,Middle,663,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.91,0.97,0.78,0.96,0.87,0.93,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,42705,2.46,2.28,0.015,0.184,0.074,0.597,0.137,0.436,0.006,0.947,0.035,0.006,1.9,0.898,0.918,0.255,0.971
18K366,The Science And Medicine Middle School,Middle,431,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.75,0.78,0.64,0.87,0.86,0.82,Proficient,Developing,Developing,Proficient,Proficient,,,,,,42318,2.6,2.39,0.012,0.206,0.072,0.567,0.065,0.445,0.005,0.926,0.056,0.009,2.9,0.943,0.939,0.2,0.961
18K581,East Flatbush Community Research School,Middle,127,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.81,0.82,0.7,0.83,0.9,0.82,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,42856,2.3,2.2,0.157,0.252,0.094,0.666,0.142,0.52,0,0.843,0.055,0.039,5,0.867,0.957,0.147,0.956
18K588,Middle School for Art and Philosophy,Middle,191,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.82,0.86,0.68,0.88,0.87,0.89,Well Developed,Proficient,Proficient,Proficient,Well Developed,,,,,,42026,2.38,2.13,0.089,0.304,0.147,0.691,0.225,0.518,0.005,0.848,0.079,0.037,5.8,0.944,0.916,0.279,0.964
18K598,Middle School of Marketing and Legal Studies,Middle,155,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.73,0.87,0.67,0.86,0.89,0.83,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42856,2.44,2.23,0.084,0.194,0.045,0.687,0.213,0.49,0.032,0.858,0.071,0.032,10,1,0.922,0.23,0.972
18K763,Brooklyn Science and Engineering Academy,Middle,225,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.93,0.97,0.87,1,0.94,0.97,Well Developed,Proficient,Well Developed,Well Developed,Proficient,,,,,,42088,2.66,2.64,0.018,0.16,0.062,0.49,0.058,0.351,0.004,0.956,0.022,0.004,3,0.35,0.947,0.141,0.979
19K007,P.S. 007 Abraham Lincoln,Elementary,882,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.76,0.83,0.78,0.82,0.92,0.87,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,42767,,,0.196,0.19,0.069,0.71,0.068,0.571,0.071,0.105,0.789,0.016,4.5,0.879,0.929,0.259,0.954
19K013,P.S. 013 Roberto Clemente,Elementary,464,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.73,0.75,0.67,0.79,0.9,0.81,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,42034,,,0.149,0.246,0.078,0.865,0.304,0.724,0.026,0.629,0.295,0.037,3,0.811,0.902,0.413,0.961
19K065,P.S. 065,Elementary,642,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.91,0.93,0.93,0.94,0.93,0.97,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,41962,,,0.277,0.139,0.008,0.774,0.315,0.539,0.031,0.084,0.829,0.008,12.8,0.61,0.931,0.229,0.969
19K089,P.S. 089 Cypress Hills,K-8,444,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.74,0.83,0.75,0.82,0.93,0.86,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,42130,,,0.437,0.273,0.029,0.782,0.113,0.658,0.007,0.034,0.944,0,12.9,0.558,0.949,0.141,0.964
19K108,P.S. 108 Sal Abbracciamento,Elementary,890,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,0.88,0.91,0.87,0.91,0.92,0.93,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,41977,,,0.149,0.262,0.087,0.759,0.225,0.606,0.062,0.118,0.787,0.015,14,0.753,0.933,0.224,0.965
19K149,P.S. 149 Danny Kaye,Elementary,633,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Approaching Target,0.88,0.86,0.81,0.87,0.89,0.9,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,42675,,,0.079,0.169,0.117,0.855,0.286,0.687,0.033,0.626,0.332,0.002,4.9,0.804,0.903,0.397,0.966
19K158,P.S. 158 Warwick,Elementary,559,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.88,0.9,0.9,0.91,0.92,0.92,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,41955,,,0.088,0.218,0.152,0.852,0.279,0.737,0.009,0.544,0.422,0.005,11.9,0.769,0.912,0.352,0.969
19K159,P.S. 159 Isaac Pitkin,Elementary,854,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,0.93,0.98,0.93,0.96,0.9,0.96,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,42346,,,0.205,0.158,0.073,0.795,0.171,0.645,0.345,0.367,0.254,0.008,11,0.864,0.917,0.314,0.974
19K171,I.S. 171 Abraham Lincoln,Middle,458,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.88,0.9,0.82,0.94,0.86,0.93,Proficient,Developing,Developing,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,42767,2.54,2.46,0.262,0.19,0.076,0.723,0.103,0.563,0.057,0.109,0.779,0.02,3.5,0.972,0.937,0.225,0.966
19K190,P.S. 190 Sheffield,Elementary,142,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,0.86,0.94,0.87,0.95,0.94,0.95,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42736,,,0.042,0.162,0.063,0.799,0.303,0.627,0.007,0.739,0.246,0.007,12.1,1,0.875,0.465,0.965
19K202,P.S. 202 Ernest S. Jenkyns,Elementary,444,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.75,0.73,0.64,0.69,0.88,0.79,Proficient,Developing,Proficient,Proficient,Proficient,,,,,,41968,,,0.081,0.315,0.117,0.866,0.282,0.703,0.025,0.599,0.351,0.014,,0.889,0.89,0.468,0.967
19K213,P.S. 213 New Lots,Elementary,294,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,Not Meeting Target,Meeting Target,0.71,0.66,0.7,0.57,0.82,0.73,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,Developing,42705,,,0.092,0.201,0.099,0.831,0.255,0.66,0.014,0.731,0.187,0.054,4.2,0.773,0.883,0.457,0.948
19K214,P.S. 214 Michael Friedsam,Elementary,843,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,0.78,0.85,0.84,0.77,0.92,0.88,Proficient,Proficient,Developing,Proficient,Proficient,,,,,,42094,,,0.153,0.159,0.071,0.749,0.115,0.574,0.474,0.133,0.357,0.026,2.7,0.853,0.922,0.281,0.971
19K218,J.H.S. 218 James P. Sinnott,Middle,392,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.83,0.85,0.71,0.87,0.86,0.89,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,Proficient,42644,2.33,2.23,0.26,0.255,0.128,0.803,0.168,0.612,0.235,0.339,0.39,0.008,3.9,0.688,0.871,0.503,0.959
19K224,P.S. 224 Hale A. Woodruff,Elementary,391,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.75,0.82,0.71,0.88,0.95,0.89,Proficient,Proficient,Proficient,Proficient,Well Developed,,,,,,42018,,,0.074,0.258,0.107,0.847,0.194,0.708,0.028,0.645,0.302,0.015,13,0.971,0.922,0.296,0.95
19K273,P.S. 273 Wortman,Elementary,299,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.87,0.88,0.83,0.86,0.91,0.88,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42705,,,0.03,0.274,0.087,0.807,0.247,0.689,0.003,0.753,0.224,0.007,11.8,0.967,0.903,0.383,0.964
19K290,P.S. 290 Juan Morel Campos,Elementary,519,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.76,0.71,0.7,0.81,0.87,0.8,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,41957,,,0.214,0.237,0.102,0.785,0.168,0.64,0.035,0.233,0.703,0.013,0.4,0.717,0.928,0.262,0.953
19K292,J.H.S. 292 Margaret S. Douglas,Middle,579,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.74,0.8,0.69,0.86,0.81,0.88,Proficient,Proficient,Proficient,Proficient,Well Developed,,,,,,42067,2.49,2.46,0.121,0.223,0.124,0.836,0.24,0.694,0.135,0.523,0.299,0.022,0.8,0.884,0.896,0.34,0.968
19K306,P.S. 306 Ethan Allen,K-8,457,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.78,0.83,0.73,0.75,0.89,0.82,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42795,,,0.026,0.4,0.221,0.909,0.26,0.79,0.007,0.726,0.241,0.004,13.4,0.787,0.89,0.463,0.97
19K311,Essence School,Middle,109,,,,,,,,0.75,0.82,0.76,0.92,0.88,0.92,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,42437,2.14,2.08,0.202,0.284,0.156,0.816,0.193,0.651,0.037,0.651,0.239,0.064,3.9,0.636,0.917,0.304,0.962
19K325,The Fresh Creek School,Elementary,210,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.85,0.85,0.89,0.85,0.89,0.86,Proficient,Proficient,Developing,Proficient,Developing,,,,,,42493,,,0.038,0.195,0.029,0.829,0.138,0.695,0.005,0.681,0.295,0.005,6,0.688,0.916,0.356,0.974
19K328,P.S. 328 Phyllis Wheatley,Elementary,231,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.91,0.97,0.92,0.95,0.93,0.95,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42795,,,0.195,0.346,0.143,0.936,0.411,0.771,0.022,0.558,0.368,0.048,3.9,0.963,0.909,0.388,0.963
19K345,P.S. 345 Patrolman Robert Bolden,Elementary,603,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.76,0.81,0.77,0.76,0.92,0.82,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,42856,,,0.191,0.181,0.103,0.812,0.216,0.652,0.06,0.358,0.537,0.017,12.8,0.87,0.91,0.365,0.958
19K346,P.S. 346 Abe Stark,Elementary,585,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.83,0.92,0.87,0.9,0.91,0.94,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Developing,Proficient,Developing,42644,,,0.017,0.221,0.065,0.694,0.145,0.518,0.063,0.621,0.229,0.056,11,0.887,0.926,0.264,0.962
19K364,I.S. 364 Gateway,Middle,322,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,0.77,0.87,0.68,0.94,0.87,0.89,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,42076,2.51,2.47,0.019,0.264,0.056,0.705,0.124,0.531,0.012,0.649,0.314,0.019,1.4,0.96,0.909,0.358,0.961
19K404,Academy for Young Writers,Middle,191,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.74,0.81,0.68,0.84,0.89,0.89,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,41976,2.62,2.43,0.026,0.188,0.016,0.74,0.12,0.602,0.01,0.686,0.288,0.005,0.8,0.58,0.915,0.281,0.975
19K409,East New York Family Academy,Middle,225,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.82,0.88,0.72,0.87,0.89,0.88,Proficient,Developing,Developing,Proficient,Proficient,,,,,,42332,2.71,2.71,0.031,0.204,0.009,0.731,0.133,0.551,0.031,0.684,0.258,0.009,3.6,0.718,0.937,0.155,0.985
19K422,Spring Creek Community School,Middle,224,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.78,0.91,0.73,0.96,0.88,0.92,Proficient,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42027,2.41,2.28,0.018,0.237,0.027,0.732,0.103,0.549,0.027,0.719,0.232,0.004,5,0.441,0.919,0.271,0.968
19K452,Frederick Douglass Academy VIII Middle School,Middle,324,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,0.85,0.91,0.77,0.97,0.94,0.92,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42440,2.8,2.78,0.028,0.164,0.003,0.639,0.059,0.457,0.04,0.75,0.191,0.009,2.2,0.917,0.944,0.145,0.97
19K557,Brooklyn Gardens Elementary School,Elementary,310,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,0.83,0.91,0.74,0.94,0.95,0.95,Well Developed,Proficient,Proficient,Well Developed,Proficient,,,,,,42040,,,0.074,0.323,0.1,0.935,0.371,0.787,0.003,0.639,0.323,0.023,4,0.483,0.914,0.302,0.972
19K654,Van Siclen Community Middle School,Middle,306,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,0.85,0.94,0.76,0.99,0.89,0.93,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,42128,2.17,2.1,0.134,0.297,0.101,0.79,0.242,0.624,0.023,0.673,0.245,0.042,4,0.278,0.891,0.392,0.987
19K661,Vista Academy,Middle,381,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.88,0.86,0.82,0.93,0.88,0.84,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,42767,2.76,2.68,0.1,0.178,0.076,0.726,0.152,0.562,0.052,0.244,0.646,0.018,4,0.25,0.929,0.256,0.974
19K662,Liberty Avenue Middle School,Middle,443,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Approaching Target,0.89,0.91,0.94,0.88,0.92,0.94,Well Developed,Proficient,Well Developed,Well Developed,Proficient,,,,,,42123,2.57,2.49,0.201,0.196,0.009,0.798,0.219,0.639,0.034,0.208,0.722,0.018,4,0.225,0.898,0.394,0.968
19K663,School of the Future Brooklyn,Middle,144,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.78,0.81,0.74,0.85,0.83,0.83,Developing,Developing,Developing,Developing,Developing,Proficient,Proficient,Developing,Proficient,Developing,42856,2.23,2.11,0.063,0.271,0.007,0.879,0.313,0.653,0,0.674,0.313,0.007,4,0.176,0.92,0.265,0.956
19K677,East New York Elementary School of Excellence,Elementary,501,Meeting Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,0.73,0.78,0.64,0.79,0.9,0.89,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,42034,,,0.176,0.234,0.104,0.829,0.186,0.675,0.034,0.533,0.391,0.022,1.9,0.723,0.906,0.378,0.966
19K678,East New York Middle School of Excellence,Middle,249,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,0.78,0.88,0.73,0.87,0.95,0.91,Proficient,Developing,Proficient,Proficient,Proficient,,,,,,42423,2.33,2.24,0.1,0.269,0.028,0.838,0.185,0.711,0.036,0.562,0.382,0.02,4.9,0.739,0.918,0.291,0.958
19K760,Highland Park Community School,Middle,298,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.75,0.82,0.74,0.83,0.83,0.91,Proficient,Developing,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42705,2.66,2.61,0.148,0.181,0.057,0.732,0.094,0.574,0.027,0.181,0.762,0.01,3,0.25,0.903,0.37,0.976
20K030,P.S./I.S. 30 Mary White Ovington,K-8,802,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.77,0.81,0.69,0.78,0.92,0.89,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42409,,,0.247,0.188,0.04,0.577,0.031,0.434,0.219,0.016,0.313,0.445,6.6,0.597,0.952,0.13,0.959
20K048,P.S. 048 Mapleton,Elementary,572,Approaching Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.77,0.85,0.82,0.83,0.89,0.91,Proficient,Developing,Proficient,Well Developed,Well Developed,,,,,,42389,,,0.318,0.18,0.058,0.663,0.042,0.528,0.483,0.005,0.262,0.236,16.4,0.81,0.947,0.171,0.955
20K062,J.H.S. 062 Ditmas,Middle,1191,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.86,0.87,0.79,0.88,0.84,0.92,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,42458,2.64,2.7,0.221,0.172,0.039,0.692,0.105,0.547,0.323,0.216,0.311,0.139,10.8,0.839,0.953,0.108,0.965
20K069,P.S. 69 Vincent D. Grippo School,Elementary,855,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.86,0.97,0.88,0.96,0.93,0.98,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,41969,,,0.55,0.123,0.027,0.694,0.185,0.458,0.916,0.001,0.039,0.042,10.9,0.883,0.98,0.03,0.964
20K102,P.S. 102 The Bayview,Elementary,1428,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.85,0.91,0.87,0.88,0.93,0.94,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,42016,,,0.169,0.176,0.055,0.507,0.026,0.377,0.151,0.011,0.266,0.548,4.7,0.761,0.954,0.1,0.961
20K104,P.S./I.S. 104 The Fort Hamilton School,K-8,1278,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.84,0.9,0.74,0.91,0.91,0.91,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42332,,,0.095,0.136,0.035,0.435,0.025,0.299,0.223,0.038,0.253,0.456,20.4,0.865,0.956,0.104,0.965
